,Unnamed: 0,customerid,bank_name_clients,employment_status_clients,level_of_education_clients,No_of_prevloans,Total_amount_borrowed,Total_amount_due,Average_termdays,last_approveddate,last_creationdate,last_closeddate,last_firstduedate,last_firstrepaiddate,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,good_bad_flag,age,bank_account_type_Current,bank_account_type_Other,bank_account_type_Savings,loan_close_time,loan_approval_time,loan_firstPayment_time
2437,2437,8a858eb4588604f701589223c5ab045f,Diamond Bank,1,4,6.0,60000.0,78000.0,30.0,2017-05-22 11:02:20,2017-05-22 10:02:13,2017-06-28 20:47:13,2017-06-21 00:00:00.000000,2017-06-28 20:37:03,301970935.0,7.0,2017-07-10 08:10:52.000000,2017-07-10 07:10:38.000000,10000.0,13000.0,30.0,Good,29.0,False,False,True,37.0,1.0019444444444445,37.0
2438,2438,8a858e585693982b01569523bc104609,First Bank,1,0,11.0,280000.0,318300.0,25.90909090909091,2017-06-02 13:02:50,2017-06-02 12:02:40,2017-06-30 14:34:16,2017-07-03 00:00:00.000000,2017-06-30 14:24:00,301965246.0,12.0,2017-07-05 17:28:31.000000,2017-07-05 16:28:25.000000,40000.0,44000.0,30.0,Good,32.0,False,True,False,28.0,1.0027777777777778,28.0
2439,2439,8a858e6c5c88d145015c97f3ff1724b0,GT Bank,6,4,1.0,10000.0,11500.0,15.0,2017-06-13 17:35:13,2017-06-13 16:34:05,2017-06-22 16:02:02,2017-06-28 00:00:00.000000,2017-06-22 15:51:53,301961072.0,2.0,2017-07-03 13:29:50.000000,2017-07-03 12:29:45.000000,10000.0,11500.0,15.0,Good,38.0,False,False,True,8.0,1.018888888888889,8.0
2440,2440,8a858fb95aa3c328015aa41ffd3336d5,First Bank,1,4,5.0,70000.0,85000.0,24.0,2017-06-27 08:48:58,2017-06-27 07:47:52,2017-07-20 16:06:29,2017-07-27 00:00:00.000000,2017-07-20 15:56:20,301998561.0,6.0,2017-07-27 11:10:07.000000,2017-07-27 10:10:01.000000,20000.0,24500.0,30.0,Good,44.0,False,False,True,23.0,1.0183333333333333,23.0
2441,2441,8a858f09583f9d20015840275cdc22b4,First Bank,1,3,8.0,120000.0,139950.0,20.625,2017-06-03 11:56:26,2017-06-03 10:56:11,2017-06-30 06:57:54,2017-07-03 00:00:00.000000,2017-06-30 06:47:44,301970385.0,9.0,2017-07-09 16:26:41.000000,2017-07-09 15:26:36.000000,20000.0,24500.0,30.0,Bad,34.0,False,True,False,26.0,1.0041666666666667,26.0
2442,2442,8a8588b754517d800154555019c36231,Fidelity Bank,1,2,6.0,60000.0,78000.0,30.0,2017-06-17 08:06:38,2017-06-17 07:06:32,2017-07-13 01:24:46,2017-07-17 00:00:00.000000,2017-07-13 01:14:37,301979420.0,7.0,2017-07-15 17:08:35.000000,2017-07-15 16:08:29.000000,10000.0,11500.0,15.0,Good,50.0,False,False,True,25.0,1.0016666666666667,25.0
2443,2443,8a858edb5a70bfe0015a74c641dc0122,Sterling Bank,6,4,3.0,30000.0,36000.0,20.0,2017-06-27 08:33:42,2017-06-27 07:32:36,2017-07-07 08:54:42,2017-07-12 00:00:00.000000,2017-07-07 08:44:32,301967571.0,4.0,2017-07-07 09:05:29.000000,2017-07-07 08:05:23.000000,20000.0,24500.0,30.0,Good,62.0,False,False,True,10.0,1.0183333333333333,10.0
2444,2444,8a858eed5af07cc4015af0cc483126df,EcoBank,1,4,,,,,,,,,,,,,,,,,,32.0,False,False,True,,,
2445,2445,8a8588f5542eb0d40154334e0a670186,GT Bank,1,4,11.0,230000.0,269975.0,30.0,2017-05-16 10:56:19,2017-05-16 09:56:12,2017-07-19 09:15:30,2017-06-15 00:00:00.000000,2017-06-22 02:58:28,301985209.0,12.0,2017-07-19 09:23:36.000000,2017-07-19 08:22:26.000000,40000.0,48000.0,60.0,Bad,33.0,False,True,False,63.0,1.0019444444444445,36.0
2446,2446,8a858f955a6b4986015a6ff352ae57e5,First Bank,6,4,,,,,,,,,,,,,,,,,,35.0,False,False,True,,,
2447,2447,8a858e3d55ca3ef60155cef965907bdc,UBA,1,4,1.0,10000.0,13000.0,30.0,2017-06-11 15:24:03,2017-06-11 14:22:55,2017-07-10 18:18:18,2017-07-11 00:00:00.000000,2017-07-10 18:08:09,301983827.0,2.0,2017-07-18 13:14:25.000000,2017-07-18 12:14:18.000000,10000.0,11500.0,15.0,Good,35.0,False,False,True,29.0,1.018888888888889,29.0
2448,2448,8a858e4456ced8470156d1fdea681a74,GT Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-16 08:39:07,2017-06-16 07:37:59,2017-07-13 11:24:04,2017-07-17 00:00:00.000000,2017-07-13 11:13:55,301985666.0,2.0,2017-07-19 13:22:01.000000,2017-07-19 12:21:54.000000,10000.0,11500.0,15.0,Good,38.0,False,False,True,27.0,1.018888888888889,27.0
2449,2449,8a858f7e5c69a6e3015c779b5d6c03b8,GT Bank,6,4,1.0,10000.0,13000.0,30.0,2017-06-05 12:27:07,2017-06-05 11:26:43,2017-07-04 13:43:31,2017-07-05 00:00:00.000000,2017-07-04 13:33:21,301964429.0,2.0,2017-07-05 09:21:22.000000,2017-07-05 08:21:15.000000,10000.0,13000.0,30.0,Good,44.0,False,False,True,29.0,1.0066666666666666,29.0
2450,2450,8a858ee05bcdea36015bcdffdd2e0a33,Access Bank,1,4,2.0,20000.0,24500.0,22.5,2017-05-18 05:24:47,2017-05-18 04:24:40,2017-06-13 10:55:06,2017-06-19 00:00:00.000000,2017-06-13 10:44:55,301993890.0,3.0,2017-07-24 17:28:58.000000,2017-07-24 16:28:51.000000,10000.0,13000.0,30.0,Good,39.0,False,False,True,26.0,1.0019444444444445,26.0
2451,2451,8a858e445cd56553015ce919c86b2438,FCMB,6,4,,,,,,,,,,,,,,,,,,34.0,False,False,True,,,
2452,2452,8a858e64590ae200015930db55c7084a,GT Bank,5,4,6.0,80000.0,100300.0,30.0,2017-06-24 09:56:14,2017-06-24 08:56:07,2017-07-20 15:57:17,2017-07-24 00:00:00.000000,2017-07-20 15:47:07,301988872.0,7.0,2017-07-21 09:05:17.000000,2017-07-21 08:05:05.000000,20000.0,24500.0,30.0,Good,36.0,False,False,True,26.0,1.0019444444444445,26.0
2453,2453,8a8589d7548fb3a8015494fcc5c34ab3,First Bank,1,4,3.0,30000.0,34500.0,15.0,2017-06-22 14:10:29,2017-06-22 13:10:21,2017-07-02 13:31:45,2017-07-07 00:00:00.000000,2017-07-02 13:21:36,301966961.0,4.0,2017-07-06 18:39:01.000000,2017-07-06 17:38:56.000000,10000.0,11500.0,15.0,Bad,37.0,False,False,True,10.0,1.0022222222222221,9.0
2454,2454,8a858ee758b4c54a0158d307cc1d21ef,Fidelity Bank,1,4,12.0,300000.0,338600.0,25.0,2017-06-21 15:37:18,2017-06-21 14:37:11,2017-07-07 10:34:30,2017-07-21 00:00:00.000000,2017-07-07 10:24:21,301967990.0,13.0,2017-07-07 13:33:50.000000,2017-07-07 12:33:42.000000,40000.0,44000.0,30.0,Good,43.0,True,False,False,15.0,1.0019444444444445,15.0
2455,2455,8a858f0d5a859ac0015a859b8f0c0095,GT Bank,1,4,,,,,,,,,,,,,,,,,,41.0,False,False,True,,,
2456,2456,8a858f545908094b01591c9388130f5d,Zenith Bank,6,4,1.0,10000.0,11500.0,15.0,2017-07-03 19:08:54,2017-07-03 18:07:43,2017-07-26 19:12:14,2017-07-18 00:00:00.000000,2017-07-26 19:02:05,302000318.0,2.0,2017-07-28 11:11:48.000000,2017-07-28 10:11:41.000000,10000.0,11500.0,15.0,Bad,60.0,False,False,True,23.0,1.0197222222222222,22.0
2457,2457,8a858f3e5885ffa301589243e9177b67,First Bank,6,4,1.0,10000.0,11500.0,15.0,2016-11-23 18:56:26,2016-11-23 17:55:45,2017-01-02 20:07:26,2016-12-09 00:00:00.000000,2017-01-02 19:52:17,301995121.0,2.0,2017-07-25 11:48:00.000000,2017-07-25 10:46:51.000000,10000.0,11500.0,15.0,Bad,39.0,False,False,True,40.0,1.011388888888889,40.0
2458,2458,8a858fa15b3443a1015b3460fbef252e,GT Bank,1,4,2.0,20000.0,24500.0,22.5,2017-05-15 20:32:20,2017-05-15 19:32:14,2017-06-08 15:28:43,2017-06-14 00:00:00.000000,2017-06-08 15:18:34,301989531.0,3.0,2017-07-21 15:35:10.000000,2017-07-21 14:34:57.000000,10000.0,11500.0,15.0,Good,38.0,False,False,True,23.0,1.0016666666666667,23.0
2459,2459,8a8589d8548faed501549a0fd1d72170,Zenith Bank,1,0,,,,,,,,,,,,,,,,,,44.0,False,True,False,,,
2460,2460,8a858f735aec46c4015af026256357b8,EcoBank,6,4,4.0,50000.0,60500.0,22.5,2017-06-28 17:26:24,2017-06-28 16:26:18,2017-07-28 02:23:16,2017-07-28 00:00:00.000000,2017-07-28 01:46:10,301999973.0,5.0,2017-07-28 07:58:26.000000,2017-07-28 06:57:16.000000,20000.0,24500.0,30.0,Good,58.0,False,False,True,29.0,1.0016666666666667,29.0
2461,2461,8a858edc5c7e7da5015c819c15e372a8,GT Bank,1,4,1.0,10000.0,11500.0,15.0,2017-07-17 15:24:25,2017-07-17 14:24:16,2017-07-25 21:17:09,2017-08-02 00:00:00.000000,2017-07-25 21:07:00,301995984.0,2.0,2017-07-25 21:26:55.000000,2017-07-25 20:26:48.000000,10000.0,13000.0,30.0,Good,33.0,False,False,True,8.0,1.0025,8.0
2462,2462,8a858e065ccb8bc0015ccca62cf83466,Access Bank,6,4,1.0,10000.0,11500.0,15.0,2017-06-21 23:22:05,2017-06-21 22:20:57,2017-07-04 12:30:35,2017-07-07 00:00:00.000000,2017-07-04 12:20:26,301970931.0,2.0,2017-07-10 08:08:34.000000,2017-07-10 07:08:27.000000,10000.0,11500.0,15.0,Bad,41.0,False,False,True,12.0,1.018888888888889,12.0
2463,2463,8a858e79568ec7de01568fef5675374f,GT Bank,4,0,2.0,20000.0,26000.0,30.0,2016-11-20 10:36:46,2016-11-20 09:36:36,2017-01-06 21:26:23,2016-12-20 00:00:00.000000,2017-01-06 21:11:13,301993577.0,3.0,2017-07-24 14:56:27.000000,2017-07-24 13:56:19.000000,10000.0,11500.0,15.0,Good,30.0,False,True,False,47.0,1.0027777777777778,47.0
2464,2464,8a858eac5ad81473015ad82f9d060702,GT Bank,1,4,6.0,90000.0,105750.0,20.0,2017-06-20 03:48:28,2017-06-20 02:48:20,2017-07-17 15:52:54,2017-07-20 00:00:00.000000,2017-07-17 15:42:44,301982190.0,7.0,2017-07-17 15:57:46.000000,2017-07-17 14:56:36.000000,30000.0,34500.0,30.0,Good,44.0,False,False,True,27.0,1.0022222222222221,27.0
2465,2465,8a858f565b683b56015b7cc0ebfa510d,GT Bank,1,4,,,,,,,,,,,,,,,,,,42.0,False,False,True,,,
2466,2466,8a858fd75bc96a6f015bcbabca4a7b4d,GT Bank,6,4,3.0,30000.0,34500.0,15.0,2017-06-26 10:57:14,2017-06-26 09:57:06,2017-07-10 22:44:34,2017-07-11 00:00:00.000000,2017-07-10 22:34:25,301975668.0,4.0,2017-07-13 09:14:50.000000,2017-07-13 08:14:43.000000,20000.0,22250.0,15.0,Good,45.0,False,False,True,14.0,1.0022222222222221,14.0
2467,2467,8a858f335c8d9723015c93e33d5e77fe,Zenith Bank,1,4,1.0,10000.0,13000.0,30.0,2017-06-22 20:17:22,2017-06-22 19:16:13,2017-07-25 20:52:47,2017-07-24 00:00:00.000000,2017-07-25 20:42:39,301996541.0,2.0,2017-07-26 09:39:10.000000,2017-07-26 08:39:02.000000,10000.0,13000.0,30.0,Good,31.0,False,False,True,33.0,1.0191666666666668,33.0
2468,2468,8a858f9c5a4817be015a4bb172de6f90,GT Bank,1,4,2.0,20000.0,24500.0,22.5,2017-06-21 19:40:44,2017-06-21 18:40:38,2017-07-06 05:08:20,2017-07-06 00:00:00.000000,2017-07-06 04:32:31,301966833.0,3.0,2017-07-06 17:08:34.000000,2017-07-06 16:08:28.000000,10000.0,13000.0,30.0,Good,39.0,False,False,True,14.0,1.0016666666666667,14.0
2469,2469,8a858e2857e2df4c0157e37e90222d88,GT Bank,4,0,4.0,50000.0,58250.0,18.75,2017-06-29 19:21:39,2017-06-29 18:20:32,2017-07-11 23:09:11,2017-07-14 00:00:00.000000,2017-07-11 22:59:03,301994275.0,5.0,2017-07-24 21:18:18.000000,2017-07-24 20:18:12.000000,20000.0,22250.0,15.0,Good,29.0,False,False,True,12.0,1.0186111111111111,12.0
2470,2470,8a858fca5c830943015c835e839e33a5,Access Bank,6,4,1.0,10000.0,11500.0,15.0,2017-06-14 13:12:38,2017-06-14 12:12:30,2017-06-14 13:49:56,2017-06-29 00:00:00.000000,2017-06-14 13:39:47,301972727.0,2.0,2017-07-11 10:20:04.000000,2017-07-11 09:19:58.000000,10000.0,11500.0,15.0,Good,38.0,False,False,True,0.0,1.0022222222222221,0.0
2471,2471,8a858ebc572e1e3a01572f517e505dc4,Fidelity Bank,4,4,7.0,70000.0,88000.0,25.714285714285715,2017-06-12 13:17:30,2017-06-12 12:17:20,2017-07-08 03:55:37,2017-07-12 00:00:00.000000,2017-07-07 11:15:38,301990926.0,8.0,2017-07-22 15:46:08.000000,2017-07-22 14:46:01.000000,20000.0,24500.0,30.0,Bad,33.0,False,True,False,25.0,1.0027777777777778,24.0
2472,2472,8a858fb65b2020b2015b239674777bad,Zenith Bank,1,4,4.0,50000.0,63500.0,30.0,2017-06-28 19:45:11,2017-06-28 18:45:05,2017-07-26 08:45:39,2017-07-28 00:00:00.000000,2017-07-26 08:35:30,301998819.0,5.0,2017-07-27 13:46:03.000000,2017-07-27 12:44:53.000000,20000.0,24500.0,30.0,Good,44.0,False,False,True,27.0,1.0016666666666667,27.0
2473,2473,8a858f475c11bc72015c1381706c10db,EcoBank,6,4,,,,,,,,,,,,,,,,,,32.0,False,False,True,,,
2474,2474,8a858957536752f301537984cbf74bb2,UBA,1,0,,,,,,,,,,,,,,,,,,32.0,False,False,True,,,
2475,2475,8a858fdd5d3268a5015d33a81747565a,Skye Bank,1,4,1.0,10000.0,11500.0,15.0,2017-07-13 12:13:22,2017-07-13 11:13:14,2017-07-29 19:48:50,2017-07-28 00:00:00.000000,2017-07-29 19:38:41,302002771.0,2.0,2017-07-29 21:23:35.000000,2017-07-29 20:23:27.000000,10000.0,11500.0,15.0,Bad,32.0,False,False,True,16.0,1.0022222222222221,16.0
2476,2476,8a858f085b494826015b4982ca1f1a0c,GT Bank,1,4,,,,,,,,,,,,,,,,,,46.0,False,False,True,,,
2477,2477,8a858e0a5668e69c01567e19e7626d39,Zenith Bank,4,4,1.0,10000.0,13000.0,30.0,2016-08-14 00:50:05,2016-08-13 23:49:56,2016-09-29 09:04:34,2016-09-13 00:00:00.000000,2016-09-29 08:49:25,301998905.0,2.0,2017-07-27 14:38:58.000000,2017-07-27 13:37:46.000000,10000.0,11500.0,15.0,Bad,34.0,False,False,True,46.0,1.0025,46.0
2478,2478,8a858eb456e0b9490156fb7018a91a1e,GT Bank,3,0,11.0,120000.0,139500.0,16.363636363636363,2017-06-25 13:15:03,2017-06-25 12:13:56,2017-07-17 13:16:48,2017-07-10 00:00:00.000000,2017-07-17 13:06:39,301991011.0,12.0,2017-07-22 16:45:03.000000,2017-07-22 15:44:56.000000,10000.0,11500.0,15.0,Good,38.0,False,True,False,22.0,1.0186111111111111,21.0
2479,2479,8a858fe75be82695015be84134cd19b8,GT Bank,6,4,2.0,20000.0,23000.0,15.0,2017-05-23 17:00:49,2017-05-23 16:00:42,2017-06-25 08:13:11,2017-06-07 00:00:00.000000,2017-06-25 08:03:02,301999032.0,3.0,2017-07-27 16:03:26.000000,2017-07-27 15:03:20.000000,10000.0,11500.0,15.0,Bad,33.0,False,False,True,32.0,1.0019444444444445,32.0
2480,2480,8a858f2a5b3f2121015b3f5f26bb38c8,GT Bank,1,4,3.0,30000.0,39000.0,30.0,2017-06-17 15:14:35,2017-06-17 14:14:28,2017-07-14 09:35:50,2017-07-17 00:00:00.000000,2017-07-14 09:25:41,301991591.0,4.0,2017-07-23 08:35:19.000000,2017-07-23 07:34:39.000000,20000.0,24500.0,30.0,Good,39.0,False,False,True,26.0,1.0019444444444445,26.0
2481,2481,8a858e3d55ca3ef60155db99ec76153d,First Bank,1,4,9.0,120000.0,138887.5,21.666666666666668,2017-06-28 09:13:14,2017-06-28 08:13:08,2017-07-28 08:49:15,2017-07-31 00:00:00.000000,2017-07-28 08:39:06,302000146.0,10.0,2017-07-28 09:35:26.000000,2017-07-28 08:35:21.000000,30000.0,34500.0,30.0,Bad,38.0,False,False,True,30.0,1.0016666666666667,29.0
2482,2482,8a858f7d5578012a01557ba429787a5f,Access Bank,1,4,9.0,90000.0,114000.0,26.666666666666668,2017-06-28 15:14:31,2017-06-28 14:13:23,2017-07-25 08:21:33,2017-07-28 00:00:00.000000,2017-07-25 08:11:24,301996564.0,10.0,2017-07-26 09:49:12.000000,2017-07-26 08:49:05.000000,10000.0,13000.0,30.0,Good,39.0,False,False,True,26.0,1.018888888888889,26.0
2483,2483,8a858ffc5852f33d015857ef84051d76,Diamond Bank,1,4,7.0,120000.0,142200.0,25.714285714285715,2017-06-29 18:44:13,2017-06-29 17:44:07,2017-07-28 13:46:07,2017-07-31 00:00:00.000000,2017-07-28 13:35:57,302002669.0,8.0,2017-07-29 19:42:04.000000,2017-07-29 18:40:57.000000,30000.0,34500.0,30.0,Good,29.0,False,True,False,28.0,1.0016666666666667,28.0
2484,2484,8a858e6458625423015866b8e3c20576,GT Bank,1,4,,,,,,,,,,,,,,,,,,41.0,False,False,True,,,
2485,2485,8a858966538deb190153995769e748d1,GT Bank,1,4,,,,,,,,,,,,,,,,,,36.0,False,True,False,,,
2486,2486,8a858e64587161fb0158747ae0bf7292,First Bank,1,4,12.0,220000.0,253700.0,22.5,2017-06-04 21:11:26,2017-06-04 20:11:14,2017-07-04 20:45:16,2017-07-04 00:00:00.000000,2017-07-04 20:35:07,301964839.0,13.0,2017-07-05 13:18:15.000000,2017-07-05 12:18:08.000000,40000.0,44000.0,30.0,Good,44.0,False,False,True,30.0,1.0033333333333334,29.0
2487,2487,8a858f305cb1ec4e015cbc9a5cf92a88,UBA,1,4,1.0,10000.0,13000.0,30.0,2017-06-20 17:48:37,2017-06-20 16:47:29,2017-07-08 07:20:05,2017-07-21 00:00:00.000000,2017-07-08 07:09:55,301978177.0,2.0,2017-07-14 18:48:16.000000,2017-07-14 17:48:08.000000,10000.0,13000.0,30.0,Good,37.0,False,False,True,17.0,1.018888888888889,17.0
2488,2488,8a858e675c3fe0a1015c50d5ab897031,GT Bank,6,4,1.0,10000.0,13000.0,30.0,2017-06-21 09:23:58,2017-06-21 08:22:49,2017-07-07 16:05:10,2017-07-21 00:00:00.000000,2017-07-07 15:55:01,301968218.0,2.0,2017-07-07 16:08:54.000000,2017-07-07 15:08:49.000000,10000.0,13000.0,30.0,Good,38.0,False,False,True,16.0,1.0191666666666668,16.0
2489,2489,8a858e975aec3bc1015aed6218ec0220,UBA,6,4,,,,,,,,,,,,,,,,,,33.0,False,False,True,,,
2490,2490,8a858f0056b7cf8e0156bb2a7ff97987,First Bank,5,4,4.0,70000.0,81499.9,22.5,2017-06-16 10:36:08,2017-06-16 09:36:01,2017-07-17 05:47:13,2017-07-17 00:00:00.000000,2017-07-17 05:09:43,301993113.0,5.0,2017-07-24 11:00:56.000000,2017-07-24 10:00:49.000000,30000.0,34500.0,30.0,Good,38.0,False,True,False,30.0,1.0019444444444445,30.0
2491,2491,8a858f565b683b56015b7391c2617960,First Bank,1,4,,,,,,,,,,,,,,,,,,35.0,False,False,True,,,
2492,2492,8a85883353d0c4e90153d24b9d0667bd,GT Bank,1,0,,,,,,,,,,,,,,,,,,32.0,False,True,False,,,
2493,2493,8a858fd3552c75620155563fb5241458,Access Bank,1,0,8.0,135000.0,158187.5,24.375,2017-05-16 09:15:00,2017-05-16 08:14:52,2017-07-01 19:19:15,2017-06-15 00:00:00.000000,2017-07-01 19:09:06,301959335.0,9.0,2017-07-01 19:34:10.000000,2017-07-01 18:33:02.000000,30000.0,34500.0,30.0,Good,35.0,False,True,False,46.0,1.0022222222222221,46.0
2494,2494,8a858f8e597cf3f40159837df1367cd9,Access Bank,1,4,3.0,30000.0,37500.0,25.0,2017-06-05 15:26:11,2017-06-05 14:26:04,2017-07-04 16:01:05,2017-07-05 00:00:00.000000,2017-07-04 15:50:55,301963489.0,4.0,2017-07-04 16:23:12.000000,2017-07-04 15:23:07.000000,20000.0,24500.0,30.0,Good,40.0,False,False,True,29.0,1.0019444444444445,29.0
2495,2495,8a858f5e5bedf32a015bf2003648194a,Access Bank,6,4,2.0,20000.0,26000.0,30.0,2017-06-09 10:24:33,2017-06-09 09:24:26,2017-07-10 05:52:15,2017-07-10 00:00:00.000000,2017-07-10 05:05:40,301970844.0,3.0,2017-07-10 06:04:56.000000,2017-07-10 05:04:51.000000,10000.0,13000.0,30.0,Good,37.0,False,False,True,30.0,1.0019444444444445,30.0
2496,2496,8a858fff5a28d297015a338c644f5053,UBA,1,4,4.0,50000.0,63500.0,30.0,2017-06-11 12:45:42,2017-06-11 11:45:35,2017-06-30 18:39:00,2017-07-11 00:00:00.000000,2017-06-30 18:28:51,301966641.0,5.0,2017-07-06 15:26:22.000000,2017-07-06 14:26:13.000000,20000.0,24500.0,30.0,Good,36.0,False,False,True,19.0,1.0019444444444445,19.0
2497,2497,8a858f065b1fe50a015b236489d57fb6,FCMB,1,4,6.0,100000.0,120550.0,30.0,2017-06-27 16:22:38,2017-06-27 15:22:32,2017-07-20 18:52:39,2017-07-27 00:00:00.000000,2017-07-20 18:42:30,301998900.0,7.0,2017-07-27 14:37:02.000000,2017-07-27 13:35:51.000000,30000.0,34500.0,30.0,Good,42.0,False,False,True,23.0,1.0016666666666667,23.0
2498,2498,8a858ede5ca210f0015ca2d7fd614d59,Skye Bank,1,4,,,,,,,,,,,,,,,,,,36.0,False,False,True,,,
2499,2499,8a858fd95c3b5bca015c3c09f9e82bd5,Diamond Bank,1,4,,,,,,,,,,,,,,,,,,33.0,False,False,True,,,
2500,2500,8a858e245b680423015b6d059cd13978,Skye Bank,1,4,6.0,90000.0,100125.0,15.0,2017-06-29 07:23:50,2017-06-29 06:23:43,2017-07-10 13:15:20,2017-07-14 00:00:00.000000,2017-07-10 13:05:10,301982568.0,7.0,2017-07-17 19:36:56.000000,2017-07-17 18:35:45.000000,20000.0,21500.0,15.0,Bad,35.0,False,False,True,11.0,1.0019444444444445,11.0
2501,2501,8a858ef95cf5154a015cf659212d26ce,GT Bank,4,4,1.0,10000.0,11500.0,15.0,2017-07-15 11:45:59,2017-07-15 10:44:50,2017-07-26 14:15:52,2017-07-31 00:00:00.000000,2017-07-26 14:05:42,301997230.0,2.0,2017-07-26 15:38:56.000000,2017-07-26 14:38:49.000000,10000.0,13000.0,30.0,Good,31.0,False,False,True,11.0,1.0191666666666668,11.0
2502,2502,8a858f2c59bc3fdd0159c69c632b7d9c,Access Bank,1,4,,,,,,,,,,,,,,,,,,32.0,False,False,True,,,
2503,2503,8a858e095c59b91b015c5e5cea3719bc,GT Bank,1,4,2.0,20000.0,24500.0,22.5,2017-06-13 08:26:31,2017-06-13 07:26:24,2017-07-10 13:32:03,2017-07-13 00:00:00.000000,2017-07-10 13:21:53,301972027.0,3.0,2017-07-10 19:25:33.000000,2017-07-10 18:25:28.000000,10000.0,13000.0,30.0,Good,35.0,False,False,True,27.0,1.0019444444444445,27.0
2504,2504,8a858f0056b7cf8e0156d23f675016f3,Diamond Bank,3,4,9.0,190000.0,221400.0,26.666666666666668,2017-06-20 19:38:40,2017-06-20 18:37:33,2017-07-18 06:38:26,2017-07-20 00:00:00.000000,2017-07-18 06:28:16,301983209.0,10.0,2017-07-18 08:18:49.000000,2017-07-18 07:18:44.000000,40000.0,44000.0,30.0,Good,47.0,False,False,True,27.0,1.0186111111111111,27.0
2505,2505,8a858ff35c5f4d1d015c6379bbcf0adc,GT Bank,1,4,2.0,20000.0,26000.0,30.0,2017-06-14 19:08:13,2017-06-14 18:08:07,2017-07-27 07:54:23,2017-07-14 00:00:00.000000,2017-07-27 07:44:14,302002597.0,3.0,2017-07-29 18:33:29.000000,2017-07-29 17:33:22.000000,10000.0,13000.0,30.0,Good,44.0,False,False,True,42.0,1.0016666666666667,42.0
2506,2506,8a858fd3552c7562015548e2d7327a53,Heritage Bank,1,4,,,,,,,,,,,,,,,,,,49.0,False,True,False,,,
2507,2507,8a858ed75732b681015733b076635f39,UBA,3,4,,,,,,,,,,,,,,,,,,34.0,False,True,False,,,
2508,2508,8a8589f853f100fb01541386c815605e,Diamond Bank,1,4,9.0,190000.0,223400.0,30.0,2017-05-11 16:55:39,2017-05-11 15:55:31,2017-06-30 09:06:12,2017-06-12 00:00:00.000000,2017-06-20 15:54:57,301959077.0,10.0,2017-07-01 15:37:48.000000,2017-07-01 14:36:40.000000,40000.0,48000.0,60.0,Good,44.0,False,True,False,49.0,1.0022222222222221,39.0
2509,2509,8a858ea85d0e7ed2015d118961d67285,GT Bank,6,4,1.0,10000.0,11500.0,15.0,2017-07-05 08:13:53,2017-07-05 07:13:40,2017-07-13 09:24:48,2017-07-20 00:00:00.000000,2017-07-13 09:14:39,301978723.0,2.0,2017-07-15 07:33:04.000000,2017-07-15 06:32:58.000000,10000.0,11500.0,15.0,Bad,44.0,False,False,True,8.0,1.003611111111111,8.0
2510,2510,8a858e645654fdc4015660f5f3593a9f,GT Bank,1,4,,,,,,,,,,,,,,,,,,36.0,False,True,False,,,
2511,2511,8a858fa3551e78cb015529b4a6b34007,GT Bank,1,0,11.0,265000.0,307950.0,32.72727272727273,2017-06-28 14:50:07,2017-06-28 13:50:00,2017-07-27 07:29:01,2017-07-28 00:00:00.000000,2017-07-27 07:18:52,302000274.0,12.0,2017-07-28 10:45:49.000000,2017-07-28 09:45:41.000000,40000.0,44000.0,30.0,Good,40.0,False,True,False,28.0,1.0019444444444445,28.0
2512,2512,8a858e0c5bf343de015bf734d8c57f92,GT Bank,1,4,2.0,20000.0,26000.0,30.0,2017-06-16 15:45:51,2017-06-16 14:45:45,2017-07-18 13:24:27,2017-07-17 00:00:00.000000,2017-07-18 13:14:19,301989960.0,3.0,2017-07-21 20:00:15.000000,2017-07-21 19:00:08.000000,10000.0,13000.0,30.0,Bad,36.0,False,False,True,31.0,1.0016666666666667,31.0
2513,2513,8a858fd3552c7562015544b88c3a31a3,Access Bank,3,4,10.0,290000.0,338050.0,40.5,2017-06-25 04:09:11,2017-06-25 03:08:04,2017-07-19 13:24:30,2017-07-25 00:00:00.000000,2017-07-19 13:14:21,301985687.0,11.0,2017-07-19 13:31:22.000000,2017-07-19 12:31:15.000000,50000.0,52500.0,30.0,Good,47.0,False,False,True,24.0,1.0186111111111111,24.0
2514,2514,8a8588dc536a1413015381dd2a4f3c5f,Diamond Bank,1,4,8.0,150000.0,171050.0,20.625,2017-06-14 09:23:05,2017-06-14 08:22:58,2017-07-12 11:50:56,2017-07-14 00:00:00.000000,2017-07-12 11:40:47,301975016.0,9.0,2017-07-12 18:19:03.000000,2017-07-12 17:18:54.000000,30000.0,34500.0,30.0,Good,43.0,False,True,False,28.0,1.0019444444444445,28.0
2515,2515,8a858e5254ccb8c00154ccf3e9e5092e,Union Bank,1,4,3.0,35000.0,43300.0,30.0,2017-02-13 06:45:09,2017-02-13 05:45:02,2017-03-18 07:33:41,2017-03-15 00:00:00.000000,2017-03-18 07:18:32,301966052.0,4.0,2017-07-06 09:22:24.000000,2017-07-06 08:22:07.000000,30000.0,34500.0,30.0,Good,34.0,False,True,False,33.0,1.0019444444444445,33.0
