No_of_prevloans,Total_amount_due,Average_termdays,loannumber,good_bad_flag,age,bank_account_type_Current,loan_approval_time,loan_firstPayment_time
1.0,13000.0,30.0,2.0,0,34.0,0,1.018888888888889,20.0
2.0,24500.0,30.0,3.0,1,44.0,0,1.0016666666666667,29.0
9.0,216750.0,31.666666666666668,10.0,1,35.0,0,1.0025,30.0
2.0,26000.0,30.0,3.0,1,38.0,0,1.002222222222222,22.0
4.0,52000.0,30.0,5.0,0,46.0,0,1.0019444444444443,42.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.0025,29.0
8.0,140350.0,20.625,9.0,1,31.0,0,1.0019444444444443,24.0
2.0,26000.0,30.0,3.0,1,36.0,0,1.0016666666666667,30.0
13.0,409050.0,26.53846153846154,14.0,1,41.0,0,1.0186111111111111,30.0
1.0,11500.0,15.0,2.0,1,37.0,0,1.0197222222222222,2.0
1.0,11500.0,15.0,2.0,1,46.0,0,1.018888888888889,13.0
1.0,11500.0,15.0,2.0,0,35.0,0,1.018888888888889,14.0
1.0,13000.0,30.0,2.0,0,39.0,0,1.018888888888889,8.0
1.0,13000.0,30.0,2.0,1,44.0,0,1.0044444444444445,23.0
7.0,79325.0,15.0,8.0,1,55.0,0,1.0016666666666667,14.0
4.0,72000.0,22.5,5.0,1,38.0,0,1.002222222222222,27.0
1.0,11500.0,15.0,2.0,1,35.0,0,1.0202777777777778,6.0
9.0,211500.0,36.66666666666666,10.0,0,43.0,0,1.0019444444444443,31.0
2.0,24500.0,22.5,3.0,1,35.0,0,1.0016666666666667,29.0
1.0,11500.0,15.0,2.0,1,47.0,0,1.0033333333333334,14.0
8.0,170250.0,18.75,9.0,1,39.0,0,1.0019444444444443,28.0
5.0,84300.0,24.0,6.0,0,44.0,0,1.0191666666666668,34.0
9.0,189037.5,31.666666666666668,10.0,1,40.0,0,1.0019444444444443,6.0
1.0,13000.0,30.0,2.0,1,54.0,0,1.018888888888889,27.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.0033333333333334,21.0
6.0,83375.0,30.0,7.0,1,42.0,0,1.0016666666666667,31.0
4.0,60500.0,22.5,5.0,0,34.0,0,1.0016666666666667,26.0
3.0,34500.0,15.0,4.0,0,34.0,0,1.0019444444444443,12.0
1.0,11500.0,15.0,2.0,0,44.0,0,1.018888888888889,15.0
1.0,13000.0,30.0,2.0,0,42.0,0,2.4466666666666668,32.0
3.0,34500.0,15.0,4.0,0,35.0,0,1.003611111111111,22.0
1.0,13000.0,30.0,2.0,1,35.0,0,1.018888888888889,23.0
1.0,13000.0,30.0,2.0,1,54.0,0,1.018888888888889,23.0
7.0,86500.0,23.571428571428573,8.0,0,34.0,0,1.0016666666666667,12.0
7.0,124800.0,30.0,8.0,1,37.0,0,1.018333333333333,29.0
2.0,26000.0,30.0,3.0,1,40.0,0,1.0033333333333334,26.0
6.0,76500.0,27.5,7.0,1,36.0,0,1.0186111111111111,14.0
2.0,26000.0,30.0,3.0,1,50.0,0,1.0019444444444443,30.0
1.0,11500.0,15.0,2.0,1,32.0,0,1.0191666666666668,10.0
6.0,103500.0,17.5,7.0,1,46.0,0,1.002222222222222,13.0
2.0,24500.0,22.5,3.0,1,39.0,0,1.0016666666666667,33.0
1.0,13000.0,30.0,2.0,1,36.0,0,1.0191666666666668,27.0
4.0,66000.0,15.0,5.0,1,37.0,0,1.0025,14.0
2.0,26000.0,30.0,3.0,1,41.0,0,1.0016666666666667,27.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.018888888888889,12.0
8.0,169050.0,18.75,9.0,1,34.0,0,1.002222222222222,29.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.018888888888889,30.0
8.0,104000.0,30.0,9.0,1,30.0,0,1.018888888888889,26.0
8.0,132662.5,15.0,9.0,1,48.0,0,1.0019444444444443,13.0
1.0,11500.0,15.0,2.0,1,37.0,1,1.0186111111111111,8.0
3.0,37500.0,25.0,4.0,1,42.0,0,1.0019444444444443,30.0
9.0,207000.0,23.33333333333333,10.0,1,36.0,0,1.018333333333333,30.0
1.0,11500.0,15.0,2.0,1,32.0,1,1.0202777777777778,4.0
9.0,210400.0,26.666666666666668,10.0,0,37.0,0,1.002222222222222,30.0
5.0,86500.0,27.0,6.0,1,39.0,0,1.0019444444444443,25.0
1.0,11500.0,15.0,2.0,0,32.0,0,1.0191666666666668,16.0
1.0,13000.0,30.0,2.0,1,36.0,0,1.0186111111111111,22.0
1.0,11500.0,15.0,2.0,1,41.0,0,1.0191666666666668,12.0
5.0,59000.0,18.0,6.0,1,29.0,0,1.0019444444444443,34.0
3.0,39000.0,30.0,4.0,1,36.0,0,1.0016666666666667,29.0
1.0,13000.0,30.0,2.0,0,43.0,0,1.018888888888889,32.0
1.0,11500.0,15.0,2.0,1,31.0,0,1.018888888888889,11.0
7.0,89500.0,27.857142857142858,8.0,1,38.0,0,1.0019444444444443,23.0
11.0,296050.0,25.90909090909091,12.0,1,42.0,0,1.0025,27.0
4.0,50500.0,26.25,5.0,1,45.0,0,1.0019444444444443,24.0
2.0,24500.0,22.5,3.0,1,34.0,0,1.0016666666666667,17.0
1.0,13000.0,30.0,2.0,1,35.0,0,1.0191666666666668,19.0
4.0,52000.0,30.0,5.0,1,46.0,0,1.0019444444444443,40.0
4.0,58200.0,18.75,5.0,0,35.0,0,1.005,9.0
2.0,24500.0,22.5,3.0,1,55.0,0,1.0019444444444443,25.0
6.0,111800.0,30.0,7.0,1,38.0,0,1.0019444444444443,32.0
3.0,37500.0,25.0,4.0,1,55.0,0,1.0019444444444443,18.0
1.0,13000.0,30.0,2.0,0,29.0,0,1.0186111111111111,0.0
9.0,262300.0,36.66666666666666,10.0,1,43.0,0,1.0016666666666667,28.0
11.0,268950.0,23.181818181818183,12.0,1,43.0,0,1.002222222222222,28.0
1.0,13000.0,30.0,2.0,0,43.0,0,1.018888888888889,32.0
1.0,13000.0,30.0,2.0,0,41.0,0,1.003611111111111,43.0
2.0,23000.0,15.0,3.0,0,42.0,0,1.0016666666666667,30.0
2.0,26000.0,30.0,3.0,1,33.0,0,1.0016666666666667,27.0
1.0,13000.0,30.0,2.0,1,53.0,0,1.002222222222222,12.0
14.0,486875.0,40.71428571428572,15.0,1,34.0,0,1.018333333333333,26.0
1.0,11500.0,15.0,2.0,1,29.0,0,1.0191666666666668,14.0
9.0,203600.0,20.0,10.0,1,41.0,0,1.002222222222222,30.0
1.0,11500.0,15.0,2.0,1,41.0,0,1.0191666666666668,16.0
7.0,113112.5,17.142857142857142,8.0,0,29.0,0,1.018333333333333,30.0
3.0,36000.0,20.0,4.0,1,37.0,0,1.0019444444444443,23.0
3.0,39000.0,30.0,4.0,1,36.0,0,1.0016666666666667,23.0
3.0,37500.0,25.0,4.0,1,38.0,0,1.0016666666666667,28.0
5.0,65000.0,30.0,6.0,1,43.0,0,1.0016666666666667,31.0
3.0,31750.0,30.0,4.0,1,52.0,0,1.0019444444444443,24.0
8.0,240500.0,41.25,9.0,1,34.0,0,1.0047222222222223,15.0
6.0,141750.0,27.5,7.0,1,59.0,0,1.0191666666666668,27.0
1.0,11500.0,15.0,2.0,1,41.0,0,1.018888888888889,10.0
1.0,11500.0,15.0,2.0,0,38.0,0,1.0191666666666668,13.0
5.0,83500.0,21.0,6.0,1,40.0,0,1.0019444444444443,29.0
1.0,13000.0,30.0,2.0,1,35.0,0,1.0025,21.0
10.0,260437.5,25.5,11.0,1,41.0,0,1.0025,28.0
2.0,26000.0,30.0,3.0,0,34.0,0,1.0016666666666667,30.0
7.0,171300.0,30.0,8.0,1,32.0,0,1.018333333333333,24.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.018888888888889,21.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0191666666666668,15.0
10.0,284850.0,36.0,11.0,1,41.0,0,1.002222222222222,29.0
3.0,37500.0,25.0,4.0,1,39.0,0,1.0019444444444443,31.0
4.0,71200.0,26.25,5.0,1,43.0,0,1.0041666666666669,50.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.018888888888889,0.0
12.0,364800.0,31.25,13.0,0,39.0,0,1.0019444444444443,32.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0191666666666668,13.0
2.0,26000.0,30.0,3.0,1,42.0,0,1.002222222222222,29.0
9.0,195400.0,35.0,10.0,0,38.0,0,1.002222222222222,18.0
1.0,13000.0,30.0,2.0,1,33.0,0,1.0191666666666668,25.0
5.0,65000.0,30.0,6.0,0,34.0,0,1.0041666666666669,59.0
3.0,38500.0,30.0,4.0,1,43.0,0,1.0019444444444443,28.0
6.0,105050.0,20.0,7.0,1,42.0,0,1.018888888888889,11.0
1.0,11500.0,15.0,2.0,1,50.0,0,1.0025,14.0
1.0,13000.0,30.0,2.0,0,45.0,0,1.0191666666666668,43.0
8.0,215050.0,41.25,9.0,1,30.0,0,1.018888888888889,30.0
3.0,34500.0,15.0,4.0,1,38.0,0,1.0016666666666667,14.0
4.0,47500.0,18.75,5.0,1,42.0,0,1.0019444444444443,14.0
2.0,26000.0,30.0,3.0,1,39.0,0,1.0019444444444443,28.0
6.0,92375.0,17.5,7.0,0,35.0,0,1.0016666666666667,19.0
6.0,147200.0,40.0,7.0,1,40.0,0,1.0047222222222223,29.0
3.0,39000.0,30.0,4.0,1,37.0,0,1.018888888888889,30.0
4.0,57875.0,18.75,5.0,1,33.0,0,1.018888888888889,2.0
4.0,57375.0,30.0,5.0,1,34.0,0,1.0013888888888889,26.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.018888888888889,32.0
6.0,87300.0,27.5,7.0,1,45.0,0,1.002222222222222,35.0
3.0,39000.0,30.0,4.0,1,37.0,0,1.0016666666666667,30.0
4.0,75000.0,30.0,5.0,1,30.0,0,1.0016666666666667,26.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.0191666666666668,28.0
3.0,34500.0,15.0,4.0,1,36.0,0,1.0019444444444443,15.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0033333333333334,19.0
1.0,11500.0,15.0,2.0,0,31.0,0,1.018888888888889,32.0
2.0,24500.0,22.5,3.0,1,44.0,0,1.0019444444444443,14.0
5.0,94700.0,33.0,6.0,0,38.0,0,1.0019444444444443,29.0
1.0,13000.0,30.0,2.0,1,36.0,0,1.0191666666666668,29.0
6.0,69000.0,15.0,7.0,1,39.0,0,1.0019444444444443,6.0
2.0,24500.0,22.5,3.0,0,33.0,0,1.0019444444444443,35.0
3.0,36000.0,20.0,4.0,0,38.0,0,1.0016666666666667,29.0
2.0,24500.0,22.5,3.0,1,38.0,0,1.0019444444444443,31.0
4.0,47500.0,18.75,5.0,0,32.0,0,1.002222222222222,11.0
4.0,52687.5,18.75,5.0,1,33.0,0,1.0186111111111111,16.0
2.0,26000.0,30.0,3.0,0,53.0,0,1.0019444444444443,31.0
1.0,13000.0,30.0,2.0,1,35.0,0,1.0019444444444443,46.0
1.0,13000.0,30.0,2.0,0,42.0,0,1.0030555555555556,56.0
8.0,205975.0,30.0,9.0,1,33.0,0,1.003611111111111,30.0
6.0,71250.0,20.0,7.0,1,32.0,0,1.0038888888888888,32.0
1.0,13000.0,30.0,2.0,1,29.0,0,1.003611111111111,35.0
1.0,11500.0,15.0,2.0,1,35.0,0,1.0038888888888888,4.0
11.0,318200.0,24.545454545454547,12.0,1,31.0,0,1.0186111111111111,30.0
9.0,203600.0,20.0,10.0,1,48.0,0,1.0016666666666667,28.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.005,14.0
8.0,147000.0,28.125,9.0,0,52.0,0,1.0030555555555556,30.0
4.0,52000.0,30.0,5.0,0,29.0,0,1.0019444444444443,29.0
2.0,26000.0,30.0,3.0,0,38.0,0,1.0016666666666667,29.0
1.0,11500.0,15.0,2.0,1,34.0,0,1.018888888888889,13.0
4.0,59000.0,18.75,5.0,1,54.0,0,1.002222222222222,27.0
10.0,280000.0,42.0,11.0,1,33.0,0,1.0019444444444443,31.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0202777777777778,15.0
9.0,239375.0,35.0,10.0,1,48.0,0,1.002222222222222,52.0
2.0,24500.0,22.5,3.0,1,32.0,0,1.002222222222222,15.0
2.0,26000.0,30.0,3.0,1,32.0,0,1.0019444444444443,55.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.018888888888889,26.0
6.0,78000.0,30.0,7.0,1,30.0,0,1.0038888888888888,30.0
1.0,13000.0,30.0,2.0,1,32.0,0,1.018888888888889,23.0
1.0,11500.0,15.0,2.0,1,40.0,0,1.0025,44.0
5.0,69750.0,18.0,6.0,1,33.0,0,1.0016666666666667,14.0
6.0,69000.0,15.0,7.0,0,36.0,0,1.003611111111111,15.0
2.0,24500.0,22.5,3.0,1,41.0,0,1.0016666666666667,8.0
10.0,330300.0,42.0,11.0,1,41.0,0,1.0038888888888888,30.0
6.0,136400.0,35.0,7.0,1,42.0,0,1.0016666666666667,28.0
3.0,39000.0,30.0,4.0,1,37.0,0,1.0019444444444443,30.0
7.0,141000.0,23.571428571428573,8.0,1,42.0,0,1.0016666666666667,26.0
10.0,269500.0,39.0,11.0,1,53.0,0,1.0025,28.0
1.0,13000.0,30.0,2.0,1,43.0,0,1.018888888888889,13.0
3.0,39000.0,30.0,4.0,0,42.0,0,1.0019444444444443,49.0
12.0,286375.0,33.75,13.0,1,38.0,0,1.0055555555555555,27.0
6.0,125400.0,20.0,7.0,0,36.0,0,1.002222222222222,25.0
2.0,23000.0,15.0,3.0,1,33.0,0,1.0016666666666667,17.0
2.0,26000.0,30.0,3.0,1,31.0,0,1.0016666666666667,27.0
10.0,220175.0,19.5,11.0,1,48.0,0,1.0186111111111111,29.0
1.0,13000.0,30.0,2.0,0,37.0,0,1.018888888888889,24.0
2.0,26000.0,30.0,3.0,1,34.0,0,1.0016666666666667,38.0
4.0,52000.0,30.0,5.0,1,36.0,0,1.002222222222222,26.0
1.0,13000.0,30.0,2.0,1,40.0,0,1.003611111111111,26.0
1.0,13000.0,30.0,2.0,0,37.0,0,1.0038888888888888,49.0
2.0,24500.0,22.5,3.0,0,46.0,0,1.0019444444444443,31.0
4.0,50500.0,26.25,5.0,1,31.0,0,1.005,33.0
2.0,26000.0,30.0,3.0,0,37.0,0,1.0016666666666667,30.0
1.0,13000.0,30.0,2.0,1,39.0,0,1.018888888888889,31.0
1.0,13000.0,30.0,2.0,0,35.0,0,1.0186111111111111,28.0
2.0,23000.0,15.0,3.0,1,40.0,0,1.0025,7.0
1.0,13000.0,30.0,2.0,1,30.0,0,1.0191666666666668,28.0
3.0,34500.0,15.0,4.0,1,30.0,0,1.0019444444444443,18.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.02,14.0
14.0,445850.0,22.5,15.0,0,43.0,0,1.0047222222222223,33.0
1.0,11500.0,15.0,2.0,1,47.0,0,1.018888888888889,15.0
10.0,280550.0,33.0,11.0,1,38.0,0,1.0019444444444443,26.0
1.0,11500.0,15.0,2.0,1,36.0,0,1.0202777777777778,14.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0194444444444444,12.0
6.0,107300.0,22.5,7.0,1,59.0,0,1.0186111111111111,26.0
11.0,281900.0,21.818181818181817,12.0,0,43.0,0,1.018333333333333,31.0
11.0,253250.0,32.72727272727273,12.0,1,33.0,0,1.0019444444444443,24.0
4.0,45625.0,15.0,5.0,0,50.0,0,1.0019444444444443,13.0
3.0,34500.0,15.0,4.0,1,40.0,0,1.0019444444444443,24.0
6.0,123300.0,30.0,7.0,0,41.0,0,1.0019444444444443,23.0
1.0,13000.0,30.0,2.0,0,49.0,0,1.018888888888889,30.0
2.0,22500.0,15.0,3.0,1,39.0,0,1.0038888888888888,24.0
21.0,640600.0,21.428571428571427,22.0,1,37.0,0,1.002222222222222,27.0
1.0,11500.0,15.0,2.0,0,41.0,0,1.0044444444444445,13.0
3.0,39000.0,30.0,4.0,0,32.0,0,1.0186111111111111,41.0
4.0,60500.0,22.5,5.0,1,36.0,0,1.018333333333333,35.0
5.0,71250.0,21.0,6.0,1,41.0,0,1.0027777777777778,29.0
6.0,78000.0,30.0,7.0,1,29.0,0,1.0019444444444443,37.0
11.0,318300.0,25.90909090909091,12.0,1,32.0,0,1.0027777777777778,28.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.018888888888889,8.0
5.0,85000.0,24.0,6.0,1,44.0,0,1.018333333333333,23.0
8.0,139950.0,20.625,9.0,0,34.0,0,1.0041666666666669,26.0
6.0,78000.0,30.0,7.0,1,50.0,0,1.0016666666666667,25.0
3.0,36000.0,20.0,4.0,1,62.0,0,1.018333333333333,10.0
11.0,269975.0,30.0,12.0,0,33.0,0,1.0019444444444443,36.0
1.0,13000.0,30.0,2.0,1,35.0,0,1.018888888888889,29.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.018888888888889,27.0
1.0,13000.0,30.0,2.0,1,44.0,0,1.0066666666666666,29.0
2.0,24500.0,22.5,3.0,1,39.0,0,1.0019444444444443,26.0
6.0,100300.0,30.0,7.0,1,36.0,0,1.0019444444444443,26.0
3.0,34500.0,15.0,4.0,0,37.0,0,1.002222222222222,9.0
12.0,338600.0,25.0,13.0,1,43.0,1,1.0019444444444443,15.0
1.0,11500.0,15.0,2.0,0,60.0,0,1.0197222222222222,22.0
1.0,11500.0,15.0,2.0,0,39.0,0,1.011388888888889,40.0
2.0,24500.0,22.5,3.0,1,38.0,0,1.0016666666666667,23.0
4.0,60500.0,22.5,5.0,1,58.0,0,1.0016666666666667,29.0
1.0,11500.0,15.0,2.0,1,33.0,0,1.0025,8.0
1.0,11500.0,15.0,2.0,0,41.0,0,1.018888888888889,12.0
2.0,26000.0,30.0,3.0,1,30.0,0,1.0027777777777778,47.0
6.0,105750.0,20.0,7.0,1,44.0,0,1.002222222222222,27.0
3.0,34500.0,15.0,4.0,1,45.0,0,1.002222222222222,14.0
1.0,13000.0,30.0,2.0,1,31.0,0,1.0191666666666668,33.0
2.0,24500.0,22.5,3.0,1,39.0,0,1.0016666666666667,14.0
4.0,58250.0,18.75,5.0,1,29.0,0,1.0186111111111111,12.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.002222222222222,0.0
7.0,88000.0,25.714285714285715,8.0,0,33.0,0,1.0027777777777778,24.0
4.0,63500.0,30.0,5.0,1,44.0,0,1.0016666666666667,27.0
1.0,11500.0,15.0,2.0,0,32.0,0,1.002222222222222,16.0
1.0,13000.0,30.0,2.0,0,34.0,0,1.0025,46.0
11.0,139500.0,16.363636363636363,12.0,1,38.0,0,1.0186111111111111,21.0
2.0,23000.0,15.0,3.0,0,33.0,0,1.0019444444444443,32.0
3.0,39000.0,30.0,4.0,1,39.0,0,1.0019444444444443,26.0
9.0,138887.5,21.666666666666668,10.0,0,38.0,0,1.0016666666666667,29.0
9.0,114000.0,26.666666666666668,10.0,1,39.0,0,1.018888888888889,26.0
7.0,142200.0,25.714285714285715,8.0,1,29.0,0,1.0016666666666667,28.0
12.0,253700.0,22.5,13.0,1,44.0,0,1.0033333333333334,29.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.018888888888889,17.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.0191666666666668,16.0
4.0,81499.9,22.5,5.0,1,38.0,0,1.0019444444444443,30.0
8.0,158187.5,24.375,9.0,1,35.0,0,1.002222222222222,46.0
3.0,37500.0,25.0,4.0,1,40.0,0,1.0019444444444443,29.0
2.0,26000.0,30.0,3.0,1,37.0,0,1.0019444444444443,30.0
4.0,63500.0,30.0,5.0,1,36.0,0,1.0019444444444443,19.0
6.0,120550.0,30.0,7.0,1,42.0,0,1.0016666666666667,23.0
6.0,100125.0,15.0,7.0,0,35.0,0,1.0019444444444443,11.0
1.0,11500.0,15.0,2.0,1,31.0,0,1.0191666666666668,11.0
2.0,24500.0,22.5,3.0,1,35.0,0,1.0019444444444443,27.0
9.0,221400.0,26.666666666666668,10.0,1,47.0,0,1.0186111111111111,27.0
2.0,26000.0,30.0,3.0,1,44.0,0,1.0016666666666667,42.0
9.0,223400.0,30.0,10.0,1,44.0,0,1.002222222222222,39.0
1.0,11500.0,15.0,2.0,0,44.0,0,1.003611111111111,8.0
11.0,307950.0,32.72727272727273,12.0,1,40.0,0,1.0019444444444443,28.0
2.0,26000.0,30.0,3.0,0,36.0,0,1.0016666666666667,31.0
10.0,338050.0,40.5,11.0,1,47.0,0,1.0186111111111111,24.0
8.0,171050.0,20.625,9.0,1,43.0,0,1.0019444444444443,28.0
3.0,43300.0,30.0,4.0,1,34.0,0,1.0019444444444443,33.0
9.0,202450.0,40.0,10.0,1,29.0,0,1.0019444444444443,29.0
4.0,54350.0,22.5,5.0,1,45.0,0,1.0019444444444443,44.0
2.0,24500.0,22.5,3.0,1,31.0,0,1.0016666666666667,30.0
1.0,11500.0,15.0,2.0,1,46.0,0,1.0191666666666668,0.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.002222222222222,22.0
6.0,131200.0,30.0,7.0,1,39.0,0,1.0016666666666667,39.0
14.0,337200.0,26.785714285714285,15.0,1,37.0,0,1.0019444444444443,24.0
1.0,13000.0,30.0,2.0,1,38.0,0,1.0186111111111111,24.0
1.0,13000.0,30.0,2.0,0,36.0,0,1.018888888888889,21.0
3.0,34500.0,15.0,4.0,1,45.0,0,1.0016666666666667,15.0
2.0,26000.0,30.0,3.0,1,48.0,0,1.0019444444444443,28.0
9.0,316100.0,43.333333333333336,10.0,1,39.0,0,1.002222222222222,29.0
1.0,11500.0,15.0,2.0,1,38.0,0,1.018888888888889,9.0
9.0,207400.0,23.33333333333333,10.0,1,42.0,0,1.0016666666666667,28.0
3.0,37500.0,25.0,4.0,1,39.0,0,1.0016666666666667,24.0
2.0,26000.0,30.0,3.0,1,43.0,0,1.0019444444444443,29.0
14.0,371550.0,37.5,15.0,1,45.0,0,1.0016666666666667,25.0
6.0,86500.0,25.0,7.0,1,39.0,0,1.0027777777777778,30.0
7.0,145600.0,30.0,8.0,1,50.0,0,1.0019444444444443,28.0
3.0,37500.0,25.0,4.0,1,45.0,0,1.0016666666666667,23.0
2.0,26000.0,30.0,3.0,1,48.0,0,1.0025,26.0
5.0,83500.0,21.0,6.0,1,34.0,0,1.0016666666666667,24.0
2.0,26000.0,30.0,3.0,1,52.0,0,1.0025,32.0
7.0,152600.0,25.714285714285715,8.0,1,38.0,0,1.0016666666666667,32.0
11.0,319650.0,40.90909090909091,12.0,1,40.0,0,1.0038888888888888,23.0
1.0,13000.0,30.0,2.0,0,38.0,0,1.003611111111111,40.0
1.0,13000.0,30.0,2.0,1,34.0,0,1.018888888888889,27.0
2.0,23000.0,15.0,3.0,1,38.0,0,1.0025,26.0
6.0,78000.0,30.0,7.0,0,47.0,0,1.0016666666666667,46.0
2.0,26000.0,30.0,3.0,0,44.0,0,1.0016666666666667,23.0
8.0,194000.0,22.5,9.0,1,43.0,0,1.0019444444444443,20.0
8.0,218200.0,39.375,9.0,0,32.0,0,1.0019444444444443,43.0
7.0,135750.0,17.142857142857142,8.0,1,39.0,0,1.0019444444444443,27.0
16.0,503600.0,23.4375,17.0,1,35.0,0,1.002222222222222,30.0
6.0,99550.0,30.0,7.0,1,30.0,0,1.0186111111111111,10.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.018888888888889,25.0
12.0,391100.0,30.0,13.0,1,41.0,0,1.0016666666666667,32.0
1.0,13000.0,30.0,2.0,1,33.0,0,1.003611111111111,32.0
2.0,26000.0,30.0,3.0,1,43.0,0,1.0019444444444443,31.0
2.0,24500.0,22.5,3.0,1,41.0,0,1.0016666666666667,11.0
7.0,136875.0,25.714285714285715,8.0,0,29.0,0,1.0033333333333334,27.0
3.0,49800.0,30.0,4.0,1,32.0,0,1.0044444444444445,53.0
6.0,99550.0,30.0,7.0,1,41.0,0,1.0019444444444443,25.0
3.0,37500.0,25.0,4.0,1,34.0,0,1.0016666666666667,30.0
9.0,113250.0,18.33333333333333,10.0,1,30.0,0,1.0186111111111111,15.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.0202777777777778,5.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.005,22.0
1.0,13000.0,30.0,2.0,0,46.0,1,1.0033333333333334,57.0
5.0,57500.0,15.0,6.0,0,32.0,0,1.0019444444444443,24.0
6.0,130950.0,27.5,7.0,1,59.0,0,1.0119444444444443,23.0
5.0,84250.0,24.0,6.0,1,41.0,0,1.0186111111111111,26.0
1.0,13000.0,30.0,2.0,1,49.0,0,1.005,44.0
5.0,63500.0,27.0,6.0,1,45.0,0,1.0019444444444443,31.0
3.0,34500.0,15.0,4.0,1,45.0,0,1.0016666666666667,14.0
1.0,13000.0,30.0,2.0,1,55.0,0,1.0194444444444444,13.0
7.0,135487.5,23.571428571428573,8.0,1,43.0,0,1.018333333333333,27.0
1.0,13000.0,30.0,2.0,0,49.0,0,1.0191666666666668,29.0
12.0,277175.0,21.25,13.0,1,47.0,0,1.0016666666666667,26.0
1.0,11500.0,15.0,2.0,1,33.0,0,1.003611111111111,12.0
1.0,11500.0,15.0,2.0,1,32.0,0,1.018888888888889,6.0
1.0,13000.0,30.0,2.0,0,54.0,0,1.018888888888889,30.0
4.0,60000.0,22.5,5.0,1,39.0,0,1.002222222222222,19.0
6.0,110300.0,27.5,7.0,1,45.0,0,1.0019444444444443,29.0
4.0,63500.0,30.0,5.0,1,43.0,0,1.0030555555555556,29.0
2.0,24500.0,22.5,3.0,1,37.0,0,1.002222222222222,29.0
1.0,13000.0,30.0,2.0,1,43.0,0,1.018888888888889,28.0
2.0,26000.0,30.0,3.0,1,40.0,0,1.0019444444444443,26.0
10.0,191499.9,30.0,11.0,1,37.0,0,1.0019444444444443,26.0
9.0,183025.0,21.666666666666668,10.0,1,38.0,0,1.0016666666666667,27.0
3.0,39000.0,30.0,4.0,1,45.0,0,1.0016666666666667,35.0
2.0,26000.0,30.0,3.0,0,32.0,0,1.0016666666666667,30.0
1.0,11500.0,15.0,2.0,1,30.0,0,1.0191666666666668,13.0
4.0,59000.0,18.75,5.0,1,41.0,0,1.0016666666666667,29.0
9.0,162450.0,20.0,10.0,0,40.0,0,1.0186111111111111,31.0
1.0,13000.0,30.0,2.0,1,32.0,0,1.0038888888888888,32.0
2.0,24500.0,22.5,3.0,1,35.0,0,1.002222222222222,29.0
10.0,215200.0,19.5,11.0,1,39.0,0,1.0016666666666667,26.0
7.0,83500.0,19.285714285714285,8.0,1,38.0,0,1.0019444444444443,11.0
1.0,13000.0,30.0,2.0,1,33.0,0,1.0197222222222222,21.0
1.0,11500.0,15.0,2.0,0,32.0,0,1.0186111111111111,17.0
5.0,70125.0,18.0,6.0,1,57.0,0,1.0016666666666667,28.0
9.0,242300.0,40.0,10.0,1,39.0,0,1.0186111111111111,28.0
2.0,26000.0,30.0,3.0,1,44.0,0,1.0016666666666667,32.0
5.0,85000.0,24.0,6.0,1,34.0,0,1.018333333333333,25.0
1.0,11500.0,15.0,2.0,1,35.0,0,1.002222222222222,15.0
1.0,13000.0,30.0,2.0,1,39.0,0,2.914722222222222,21.0
6.0,109800.0,27.5,7.0,1,38.0,0,1.0019444444444443,25.0
1.0,13000.0,30.0,2.0,1,37.0,0,1.018333333333333,15.0
2.0,26000.0,30.0,3.0,0,37.0,0,1.0025,54.0
1.0,11500.0,15.0,2.0,0,29.0,0,1.0019444444444443,14.0
6.0,136400.0,35.0,8.0,1,39.0,0,1.002222222222222,33.0
1.0,13000.0,30.0,2.0,1,32.0,0,1.018888888888889,26.0
1.0,13000.0,30.0,2.0,1,42.0,0,1.0025,28.0
5.0,80750.0,18.0,6.0,1,46.0,0,1.0019444444444443,9.0
1.0,11500.0,15.0,2.0,1,35.0,0,1.0047222222222223,15.0
1.0,11500.0,15.0,2.0,1,39.0,0,1.0191666666666668,15.0
12.0,407800.0,38.75,13.0,1,31.0,0,1.002222222222222,28.0
